,id,brand,car_model,type,desc,problem,datetime,status
340,486964,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁后备箱与翼子板接缝处未喷漆,"H81,",2020-06-22,处理反馈
341,486963,北京现代,逸行,2018款 1.4T 双离合 逸尚型 国V,北京现代逸行导航故障4S店不给保修,"H21,I295,I297,J298,",2020-06-22,厂家受理
342,486962,一汽-大众奥迪,奥迪Q5,2016款 40 TFSI 技术型,一汽大众奥迪Q5节温器和冷却水壶漏防冻液,"A37,",2020-06-22,信息审核
343,486961,几何汽车,几何A,2019款 高维标准续航幂方版,几何A终身免费道路救援承诺不兑现,"L314,",2020-06-22,信息审核
344,486960,一汽丰田,奕泽IZOA,2018款 2.0L 奕驰版 国VI,一汽丰田奕泽销售人员故意刁难拒绝维修保养,"I295,I282,",2020-06-22,信息审核
345,486959,吉利汽车,帝豪,2018款 1.5L CVT 向上互联版,吉利帝豪中控台异响 方向盘异响厂家不处理,"D59,H93,I295,",2020-06-22,处理反馈
346,486958,沃尔沃亚太,沃尔沃S60,2020款 T3 智行豪华版,亚太沃尔沃S60倍耐力轮胎鼓包质量差,"F39,",2020-06-22,厂家受理
347,486957,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越实车没有前雾灯与厂家宣传不符,"M279,",2020-06-22,处理反馈
348,486951,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度发动机冷启动异响严重,"A9,",2020-06-22,处理反馈
349,486948,一汽-大众,CC,2018款 1.8TSI 豪华型,一汽大众CC反光镜自动收回行车雷达故障,"H68,H82,H170,H211,I295,J298,M284,",2020-06-22,处理反馈
350,486947,一汽-大众,宝来,2020款 1.5L 自动 精英型,一汽大众宝来刹车异响维修未解决问题,"E43,",2020-06-22,处理反馈
351,486934,一汽奔腾,奔腾X40,2017款 1.6L 自动 尊享型,一汽奔腾X40发动机缸盖损坏4S店不予保修,"A24,A163,A160,I297,J298,Q290,",2020-06-22,信息审核
352,486931,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统升级软件后卡顿严重,"O348,",2020-06-22,处理反馈
353,486930,东风标致,标致408,2016款 1.6T 自动 豪华版,东风标致408行驶中发动机缺缸抖动,"A24,A34,A14,N318,",2020-06-22,处理反馈
354,486927,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机黑屏操作版本与宣传不符,"H155,M279,",2020-06-22,处理反馈
355,486925,吉利汽车,帝豪GL,2017款 1.3T 手动 精英型,吉利帝豪GL分离轴承损坏导致离合器沉重,"C181,",2020-06-22,用户评分
356,486924,东风雪铁龙,C4世嘉,2016款 1.6L 自动 舒适型 悦心版,东风雪铁龙C4世嘉发动机有烧机油的现象,"A63,",2020-06-22,处理反馈
357,486922,众泰汽车,众泰T300,2017款 1.5L 手动 尊享型,众泰T300天窗震动 左侧后视镜转向灯不亮,"H89,H82,",2020-06-22,处理反馈
358,486920,长安铃木,奥拓,2016款 1.0L 自动 豪华炫动版,长安铃木奥拓出现事故导致发动机舱自燃,"H103,H40,",2020-06-22,处理反馈
359,486918,上汽大众,朗逸,2019款 1.5L 自动 舒适版 国VI,上汽大众朗逸发动机故障灯亮4S店无法解决,"A34,I295,J298,",2020-06-22,处理反馈
360,486915,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越车机系统及功能与宣传时不符,"M279,",2020-06-22,处理反馈
361,486914,一汽-大众,宝来,2019款 改款 280TSI DSG 精英型 国VI,一汽大众宝来行驶过程中发动机自动熄火,"A14,",2020-06-22,处理反馈
362,486906,一汽奔腾,奔腾T77,2020款 PRO 280 TID 自动 尊享型,一汽奔腾T77排气管严重生锈4S店拒绝更换,"H30,I297,",2020-06-22,信息审核
363,486905,东风雪铁龙,雪铁龙C4L,2013款 1.6THP 自动 劲智版,东风雪铁龙C4L高压油泵故障导致启动困难,"A44,H78,",2020-06-22,处理反馈
364,486904,上汽大众,途观,2016款 300TSI 自动 四驱 风尚视野版,上汽大众途观低速转弯时异响希望处理,"D59,",2020-06-22,信息审核
365,486903,一汽-大众奥迪,奥迪Q5L,2020款 40 TFSI 荣享时尚型,一汽大众奥迪Q5L部分批次无主动进气格栅,"M279,",2020-06-22,信息审核
366,486902,东风日产,天籁,2020款 2.0L XL 舒适版,东风日产天籁多媒体死机倒车影像不显示,"H134,H168,",2020-06-22,处理反馈
367,486901,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机卡顿升级后未解决要求升级硬件,"O348,",2020-06-22,处理反馈
368,486900,上汽大众,桑塔纳,2019款 1.5L 手动 风尚版 国VI,上汽大众桑塔纳车灯漏水 发动机异响,"A9,H82,",2020-06-22,信息审核
369,486897,长城汽车,哈弗H2,2017款 1.5T 自动 两驱精英型 蓝标,长城哈弗H2转向机异响要求厂家保修处理,"D59,I297,",2020-06-22,处理反馈
370,486893,东风本田,本田UR-V,2017款 240TURBO 两驱 经典版 国VI,东风本田UR-V发动机怠速抖动 方向盘抖动,"A35,D80,",2020-06-22,处理反馈
371,486892,吉利汽车,博越,2018款 1.8TD 自动 两驱 智联型 4G互联版,吉利博越4S店销售新车收取定位服务费,"K307,K325,M315,",2020-06-22,处理反馈
372,486891,东风雪铁龙,天逸 C5 AIRCROSS,2020款 360THP 悦享型,东风雪铁龙天逸C5 AIRCROSS汽油泵损坏,"A34,A44,H78,H90,",2020-06-22,用户评分
373,486889,长安标致雪铁龙DS,DS6,2014款 1.6T 豪华版THP160,长安标致雪铁龙DS6发动机烧机油反复拖延,"A63,I282,",2020-06-22,信息审核
374,486883,吉利汽车,帝豪,2014款 1.3T 手动 尊贵型 三厢,吉利帝豪发动机正时盖渗油更换正时盖未解决,"A12,J298,",2020-06-22,用户评分
375,486879,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5导水槽漏水导致涡轮生锈严重,"H79,H109,",2020-06-22,厂家受理
376,486877,上汽集团,名爵HS,无,上汽名爵HS经销商出售问题车不退还订金,"K309,M284,",2020-06-22,处理反馈
377,486876,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越挡位灯与宣传不符厂家不回复,"I294,M279,",2020-06-22,处理反馈
378,486875,上汽集团,荣威RX5 MAX,2019款 300TGI 自动 4G互联豪华版,上汽荣威RX5 MAX系统信息与实际不符,"M284,M279,",2020-06-22,处理反馈
379,486873,一汽奔腾,奔腾B50,2016款 1.6L 手动 豪华型,一汽奔腾B50空调系统故障厂家未回复,"H101,I294,",2020-06-22,信息审核
380,486872,奥迪（进口）,奥迪Q7,2019款 55 TFSI S line运动型,奥迪Q7两前车窗升降失灵影响正常使用,"H67,",2020-06-22,信息审核
381,486871,广汽乘用车,传祺GS7,2017款 320T 两驱 豪华智联型,广汽传祺GS7发动机冷却液减少要求解决,"A191,",2020-06-22,处理反馈
382,486869,江铃福特,领界,2019款 EcoBoost 145 CVT 尊领型 国VI,江铃福特领界发动机异响希望尽快处理,"A9,",2020-06-22,处理反馈
383,486868,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控台屏幕右上角脱胶,"H168,",2020-06-22,处理反馈
384,486866,长安汽车,长安CS55,2017款 1.5T 手动 炫动型,长安CS55轮毂氧化脱皮存在质量问题,"H243,",2020-06-22,处理反馈
385,486863,上汽大众,途观L,2018款 330TSI 自动 两驱 豪华版,上汽大众途观L天窗堵塞漏水气囊故障灯亮,"H103,H90,",2020-06-22,信息审核
386,486861,上汽集团,名爵6,2017款 20T 手动 豪华智联版 国V,上汽名爵6事故维修售后承诺给予补偿未兑现,"J300,L314,N321,",2020-06-22,用户评分
387,486860,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越车机系统升级后死机卡顿严重,"H155,O348,",2020-06-22,处理反馈
388,486859,一汽-大众,迈腾,2019款 330TSI DSG 豪华型 国VI,一汽大众迈腾车漆多处腐蚀4S店拒绝处理,"H81,I292,",2020-06-22,处理反馈
389,486855,吉利汽车,远景,2020款 1.5L 手动 亚运版,吉利远景倒车影像花屏4S店不回复,"H134,",2020-06-22,处理反馈
390,486852,上汽大众,途安,2011款 1.4TSI DSG 智雅版 5座,上汽大众途安变速箱顿挫厂家否认质量问题,"B19,I292,",2020-06-22,用户评分
391,486851,奇瑞汽车,艾瑞泽7,2015款 1.6L CVT 致享版,奇瑞艾瑞泽7加速时空调压缩机异响,"H101,",2020-06-22,处理反馈
392,486849,长安汽车,逸动XT,2018款 1.6L GDI 自动 锐潮型 国V,长安逸动XT排气管无隔热瓦导致车内高温,"Q322,",2020-06-22,处理反馈
393,486847,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机黑屏死机宣传与实车搭载不符,"H155,M279,",2020-06-22,处理反馈
394,486845,一汽红旗,红旗H5,2019款 30TD 智联韵动版,一汽红旗H5手机端更新后 无法与车机互联,"H155,O348,",2020-06-22,信息审核
395,486844,一汽丰田,RAV4荣放,2020款 2.5L CVT 四驱 精英版 双擎,一汽丰田RAV4荣放机油增多要求处理,"A339,",2020-06-22,信息审核
396,486842,英菲尼迪（进口）,英菲尼迪Q50,2014款 2.0T 舒适版,英菲尼迪Q50发动机灯亮 启停系统故障,"A34,H263,",2020-06-22,信息审核
397,486841,奇瑞汽车,捷途X70,2020款 1.5T DCT 悦行版 7座,捷途X70车门螺丝生锈希望得到处理,"H79,",2020-06-22,处理反馈
398,486838,一汽丰田,卡罗拉,2011款 1.8 CVT GL-i,一汽丰田卡罗拉掉毂掉漆氧化希望处理,"H243,",2020-06-22,信息审核
399,486830,吉利汽车,星越,2019款 350T 驭星者,吉利星越出现死机现象系统版本不符,"H155,M279,",2020-06-22,处理反馈
400,486824,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越后防撞梁材料存在不同程度缩水,"M279,Q322,",2020-06-22,用户评分
401,486821,上汽通用五菱,宝骏630,2011款 1.5L 手动 舒适型,宝骏630车门生锈多次维修无法解决,"H79,",2020-06-22,处理反馈
402,486820,广汽本田,凌派,2015款 1.8 自动 豪华版,广汽本田凌派变速箱渗油4S店不予索赔,"B22,I297,",2020-06-22,处理反馈
403,486819,东风乘用车,风神AX7,2018款 1.6T 自动 豪华型,东风风神AX7发动机冷启动异响4S店无法解决,"A9,I295,",2020-06-22,处理反馈
404,486818,一汽丰田,亚洲龙,2019款 双擎 2.5L XLE 尊贵版 国Ⅵ,一汽丰田亚洲龙发动机机油增多要求解决,"A339,",2020-06-22,信息审核
405,486817,一汽-大众,高尔夫,2017款 1.6L 自动 舒适百万辆纪念版,一汽大众高尔夫主驾侧车门接触开关损坏,"H234,",2020-06-22,处理反馈
406,486812,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,吉利缤越车辆停放后出现多处故障无法行驶,"H49,",2020-06-22,处理反馈
407,486810,长安马自达,马自达3 昂克赛拉,2017款 1.5L 自动 尊贵型 三厢 国V,长安马自达昂克赛拉高速共振 后视镜打不开,"H268,H211,",2020-06-22,处理反馈
408,486809,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度发动机启动异响 变速箱顿挫,"A9,B19,",2020-06-22,处理反馈
409,486807,北京现代,领动,2018款 1.4T 双离合 炫动·活力型,北京现代领动起步时变速器异响顿挫明显,"B33,B19,",2020-06-21,厂家受理
410,486805,东风标致,标致308,2013款 1.6L 自动 优尚型,东风标致308变速箱顿挫 故障灯亮 无法提速,"B19,B96,B334,",2020-06-21,用户评分
411,486802,北京奔驰,奔驰C级,2019款 C 260 运动版,北京奔驰C级4S店服务态度差 维修技术差,"I293,J303,O305,O324,",2020-06-21,信息审核
412,486800,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408固特异轮胎开裂鼓包,"F100,",2020-06-21,用户评分
413,486799,东风本田,本田XR-V,2017款 1.8L EXi CVT 舒适版,东风本田XR-V发动机挂挡后抖动 刹车异响,"A24,E43,",2020-06-21,处理反馈
414,486798,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳变速箱降挡是异响严重,"B33,",2020-06-21,处理反馈
415,486795,奇瑞新能源,瑞虎3xe,2018款 480 畅行版,奇瑞瑞虎3xe电池电量消耗速度过快,"H343,",2020-06-21,厂家受理
416,486793,吉利汽车,吉利GX7,2014款 1.8L 手动 超值版,吉利GX7转向系统漏油 4S店服务态度差,"D58,N320,",2020-06-21,处理反馈
417,486792,一汽-大众,迈腾,2015款 1.8TSI 豪华型,一汽大众迈腾变速箱机电控制单元损坏,"B84,",2020-06-21,处理反馈
418,486791,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度冷车启动VTC作动器出现异响,"A9,",2020-06-21,用户评分
419,486782,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机死机车机系统与宣传不符,"H155,M279,",2020-06-21,处理反馈
420,486780,吉利汽车,帝豪GL,2018款 1.4T 自动 精英智联型,吉利帝豪GL变速箱异响发动机皮带掉齿,"A222,B33,",2020-06-21,处理反馈
421,486779,东风悦达起亚,焕驰,2019款 1.4L 手动 智享版Value 国VI,东风悦达起亚焕驰变速箱顿挫 怠速转速高,"A35,B19,",2020-06-21,处理反馈
422,486778,一汽-大众,迈腾,2015款 1.8TSI 豪华型,一汽大众迈腾车内存在刺鼻的异味,"H185,",2020-06-21,处理反馈
423,486777,福田汽车,欧曼,2008款 BJ5203VKCJP,福田欧曼行驶过程中后桥异响严重,"G158,",2020-06-21,信息审核
424,486772,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越行驶过程中转向和底盘出现异响,"D59,G56,",2020-06-21,用户评分
425,486770,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5发动机抖动故障灯亮发动机舱漏水,"A24,A34,H109,",2020-06-21,厂家受理
426,486768,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越车机死机系统版本与宣传不符,"H155,M279,",2020-06-21,用户评分
427,486766,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机版本升级后依然卡顿,"O348,",2020-06-21,处理反馈
428,486762,林肯（进口）,林肯MKX,2017款 2.0T 四驱 尊雅版,林肯MKX经销商收取续保押金不退还,"K309,",2020-06-21,信息审核
429,486760,东风悦达起亚,起亚K3,2016款 1.6L 自动 GLS,东风悦达起亚K3前挡风玻璃开裂 变速箱脱挡,"B246,H113,",2020-06-21,处理反馈
430,486758,长城汽车,哈弗H8,2015款 2.0T 两驱 标准型 5座,哈弗H8天窗排水管堵塞电器控制模块浸水失灵,"H90,",2020-06-21,处理反馈
431,486757,北京现代,名图,2017款 1.6T 自动 智能型 GLS,北京现代名图天窗异响 转向异响,"D59,H89,",2020-06-21,厂家受理
432,486756,东风标致,标致3008,2016款 2.0L 自动 潮流版,东风标致3008米其林轮胎出现开裂的现象,"F100,",2020-06-21,处理反馈
433,486755,吉利汽车,缤越,2020款 PRO 240T DCT 猎手,吉利缤越油箱起火导致车辆着火自燃,"H40,",2020-06-21,处理反馈
434,486751,上汽集团,名爵ZS,2020款 260TGI 自动 Trophy Plus L2+,上汽名爵ZS发动机异响 方向盘按键故障,"A9,H134,",2020-06-21,用户评分
435,486750,广汽本田,飞度,2016款 1.5L LXS CVT 舒适天窗版,广汽本田飞度头枕插杆无防锈处理无法调整,"H157,",2020-06-21,处理反馈
436,486749,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越限量徽章与官方宣传不一致,"M279,",2020-06-21,处理反馈
437,486738,上汽大众,朗逸,2017款 1.6L 手动 舒适版,上汽大众朗逸副驾驶门锁不住刹车异响,"E43,H197,",2020-06-21,信息审核
438,486737,广汽本田,飞度,2014款 1.5L 手动 LX舒适型,广汽本田飞度冷车启动时发动机异响严重,"A9,",2020-06-21,处理反馈
439,486730,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机更新后呼叫启动没反应,"O348,",2020-06-21,用户评分
440,486729,上汽通用五菱,五菱宏光,2014款 1.5L 标准型,上汽通用五菱宏光发动机报警怠速高,"A34,A38,",2020-06-21,处理反馈
441,486728,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机升级后依然卡顿要求处理,"O348,",2020-06-21,处理反馈
442,486727,吉利汽车,帝豪,2017款 1.5L CVT 豪华型 三厢 百万款,吉利帝豪起步时变速箱顿挫要求处理,"B19,",2020-06-21,处理反馈
443,486721,奇瑞新能源,奇瑞eQ1,2017款 智享版,奇瑞eQ1动力电池故障导致报警希望处理,"H343,",2020-06-21,厂家受理
444,486717,长安汽车,锐程CC,2020款 1.5T 自动 潮锐型,长安锐程CC无法升挡影响正常使用,"B20,",2020-06-21,处理反馈
445,486716,上汽斯柯达,速派,2013款 1.4T DSG 绅仕版,斯柯达速派起步时变速箱故障无法行驶,"B84,",2020-06-21,信息审核
446,486707,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越宣传与实车不符无挡位灯,"M279,",2020-06-21,处理反馈
447,486706,上汽大众,桑塔纳,2017款 1.6L 手动 风尚型 Cross,上汽大众桑塔纳韩泰轮胎开裂半轴球笼漏油,"F100,G56,G161,",2020-06-21,信息审核
448,486704,东风本田,本田CR-V,2015款 2.4L 两驱 豪华版,东风本田CR-V发动机熄火希望厂家处理,"A14,J298,J301,",2020-06-21,处理反馈
449,486700,众泰汽车,众泰E200,2018款 Pro,众泰E200行驶过程中失去动力存在安全隐患,"A346,I295,L310,N318,",2020-06-21,信息审核
450,486699,一汽-大众,探岳,2019款 330TSI 两驱 尊贵型 国V,一汽大众探岳大灯亮度严重不足影响安全,"H82,",2020-06-21,用户评分
451,486698,奇瑞汽车,瑞虎5x,2019款 HERO 1.5T DCT 高能版,奇瑞瑞虎5x车机系统反应慢断线希望厂家解决,"H21,H155,",2020-06-21,处理反馈
452,486696,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机系统死机系统与宣传不符,"H155,M279,",2020-06-21,处理反馈
453,486695,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统死机升级无人通知,"H155,L314,",2020-06-21,处理反馈
454,486694,吉利汽车,远景X6,2016款 1.3T CVT 豪华型,吉利远景X6发动机冷车启动困难转速低,"A44,A35,",2020-06-21,处理反馈
455,486691,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L空调风口吹自然风有异味,"H121,I295,J298,",2020-06-21,信息审核
456,486690,上汽大众,途观L,2018款 330TSI 自动 两驱 舒适版,上汽大众途观L车辆无法启动要求厂家处理,"B22,E74,E62,I295,",2020-06-21,信息审核
457,486687,广汽本田,雅阁,2016款 2.0L CVT  舒适版,广汽本田雅阁转向机异响厂家否认质量问题,"D59,I292,",2020-06-21,用户评分
458,486685,华晨中华,中华V3,2019款 1.5L 自动 精英型,中华V3电瓶无故没电存在漏电现象,"H146,",2020-06-21,信息审核
459,486684,比亚迪,比亚迪e5,2018款 450 智联 畅享型,比亚迪e5动力电池故障4S店服务态度恶劣,"H343,I295,I293,I282,I281,J298,J303,N318,",2020-06-21,处理反馈
460,486683,东风本田,杰德,2016款 1.8L 自动 舒适精英版 5座,东风本田杰德左前升降器故障4S店拒赔,"H72,H67,I297,",2020-06-21,处理反馈
461,486682,东风乘用车,风神AX7,2016款 2.0L 自动 智悦型,东风风神AX7车身生锈腐蚀希望厂家处理,"H79,I297,",2020-06-21,处理反馈
462,486678,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际流光氛围灯虚假宣传与实车不符,"M279,",2020-06-21,处理反馈
463,486677,东风本田,本田UR-V,2017款 240TURBO 两驱 经典版 国V,东风本田UR-V后备箱严重漏水车胎偏磨,"G245,",2020-06-21,用户评分
464,486675,上汽大通,上汽MAXUS G10,2021款 2.0T 手动 精英版 柴油 7座,上汽大通G10后备箱门把手断裂厂家拒赔,"H233,I297,",2020-06-21,处理反馈
465,486672,上汽大众,朗逸,2017款 1.6L 手动 舒适版,上汽大众朗逸车内异响服务态度恶劣,"H164,",2020-06-21,信息审核
466,486668,众泰汽车,众泰T800,2018款 2.0T 尊贵智联型 7座,众泰T800中控台异响 变速箱故障灯亮,"B96,B246,H93,",2020-06-21,处理反馈
467,486665,一汽大众,捷达VS5,2019款 280TSI 自动 悦享型,一汽大众捷达VS5导水槽漏水导致涡轮生锈,"H109,",2020-06-21,厂家受理
468,486664,吉利新能源,星越新能源,2019款 改款 400T 耀星者 纯电动续航56KM,吉利星越新能源车机死机要求更换硬件,"H155,M279,",2020-06-21,处理反馈
469,486662,吉利汽车,博越,2020款 1.8TD 手动 两驱 智雅型,吉利博越4S店发票价格与收款金额不符,"K308,",2020-06-21,信息审核
470,486661,一汽大众,捷达VS5,2019款 280TSI 自动 悦享型,一汽大众捷达VS5低速行驶中右前轮异响,"G125,",2020-06-21,厂家受理
471,486655,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机系统出现死机现象希望尽快处理,"H155,M279,",2020-06-21,处理反馈
472,486653,东风风行,景逸X3,2016款 1.5L 豪华型,东风风行景逸X3行驶中右后下摆臂断裂,"G210,H168,",2020-06-21,处理反馈
473,486652,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机系统升级后卡顿未解决,"O348,",2020-06-21,处理反馈
474,486650,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统黑屏版本与宣传不符,"H155,M279,",2020-06-21,处理反馈
475,486648,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越雾灯以及挡位灯与宣传不符,"Q350,",2020-06-21,用户评分
476,486643,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越实车配置与宣传不符要求解决,"M279,",2020-06-21,处理反馈
477,486642,长城汽车,长城C30,2016款 1.5L AMT 豪华型,长城C30变速箱挂挡异响车身生锈,"A9,H79,",2020-06-21,处理反馈
478,486641,北京现代,领动,2020款 1.4T 双离合 炫动·旗舰型,北京现代领动发动机漏油变速箱起步顿挫,"A12,A189,B33,B19,",2020-06-21,处理反馈
479,486638,一汽-大众奥迪,奥迪A6L,2018款 30 FSI CVT 风尚型,一汽大众奥迪A6L天窗漏水4S店维修多次,"H90,I295,J298,",2020-06-21,信息审核
480,486637,吉利汽车,星越,2019款 350T AWD 驭星者,吉利星越车机与宣传不符 内饰异响,"H93,",2020-06-21,用户评分
481,486634,一汽丰田,卡罗拉,2018款 1.2T S-CVT GL智享版,一汽丰田卡罗拉后挡风玻璃自动爆裂,"H113,",2020-06-21,信息审核
482,486632,东风日产,天籁,2016款 2.0L XL 舒适版 改款,东风日产天籁仪表盘开裂 厂家不索赔,"H168,I297,",2020-06-21,用户评分
483,486631,一汽-大众,宝来,2019款 1.5L 自动 精英型,一汽大众宝来电池电量不足自动启停无法激活,"H146,",2020-06-21,用户评分
484,486630,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越实车变速箱没有挡位灯指示,"M279,",2020-06-21,用户评分
485,486627,吉利汽车,帝豪GS,2016款 1.3T 自动 领尚型 运动版,吉利帝豪GS发动机异响车身生锈厂家不处理,"A9,B33,H79,H101,H82,H157,I295,",2020-06-21,处理反馈
486,486626,广汽丰田,凯美瑞,2016款 2.0G 自动 十周年纪念领先版,广汽丰田凯美瑞左前半轴油封漏油,"G51,",2020-06-21,处理反馈
487,486625,长城汽车,哈弗H7,2017款 2.0T 尊贵型 蓝标 H7L,长城哈弗H7飞轮和离合器损坏4S店不保修,"C65,C267,I297,N317,",2020-06-21,用户评分
488,486624,广汽本田,雅阁,2018款 260TURBO 豪华版 国V,广汽本田雅阁发动机渗油异响希望厂家处理,"A9,A12,E196,",2020-06-21,处理反馈
489,486623,长安汽车,长安CS35,2017款 1.6L 自动 豪华型,长安CS35行驶中方向盘跑偏无法解决,"G117,",2020-06-21,处理反馈
490,486621,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408行驶中加速出现失速车辆抖动,"A24,A160,B95,B334,I295,",2020-06-21,处理反馈
491,486619,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸车内异味严重4S店不给解决,"H185,",2020-06-21,信息审核
492,486615,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机系统升级后未能解决问题,"O348,",2020-06-21,处理反馈
493,486613,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机系统死机与官方宣传不一致,"H155,M279,",2020-06-21,处理反馈
494,486608,广汽丰田,凯美瑞,2016款 2.5G 自动 十周年纪念豪华导航版,广汽丰田凯美瑞半轴防尘套漏油4S店不保修,"G161,I297,Q322,Q290,",2020-06-21,处理反馈
495,486597,上汽大众,Polo,2016款 1.6L 自动 豪华型,上汽大众Polo轮胎偏磨4S店私自维修无单据,"F10,I295,I293,J298,O305,O324,",2020-06-21,信息审核
496,486592,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机死机硬件与宣传不符要求更换,"H155,M279,",2020-06-21,处理反馈
497,486588,上汽斯柯达,柯迪亚克,2018款 TSI330 两驱 舒适版 5座,上汽斯柯达柯迪亚克发动机共振中控台异响,"A24,H164,H93,I295,",2020-06-21,信息审核
498,486587,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏开裂4S店不保修,"H168,I297,",2020-06-21,处理反馈
499,486586,吉利汽车,远景,2016款 1.5L 自动 幸福版,吉利远景变速箱出现故障 倒挡失灵,"B115,",2020-06-21,处理反馈
500,486585,东风雪铁龙,C4世嘉,2016款 1.2THP 自动 旗舰型,雪铁龙C4世嘉方向管柱松动 ABS传感器故障,"D265,E74,",2020-06-21,处理反馈
501,486584,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国V,一汽大众探岳大灯模糊 影响照明,"H82,",2020-06-21,处理反馈
502,486577,东风英菲尼迪,英菲尼迪Q50L,2015款 2.0T 自动 舒适版,东风英菲尼迪Q50L开热风时车内存在汽油味,"H101,",2020-06-21,信息审核
503,486576,江淮汽车,嘉悦A5,2020款 1.5T CVT 超越型,江淮嘉悦A5后备箱门把手装饰板松动,"H179,H233,",2020-06-21,处理反馈
504,486575,蔚来,蔚来ES8,2018款 创始版,蔚来ES8自动驾驶辅助摄像头故障,"H134,",2020-06-21,信息审核
505,486574,东风本田,INSPIRE,2019款 锐·混动 2.0L 净雅版 国VI,东风本田INSPIRE锈蚀严重4S店服务态度恶劣,"H79,I295,I293,",2020-06-21,处理反馈
506,486571,领克汽车,领克01,2017款 2.0T 自动 两驱 耀Pro,领克01左前半轴防尘套出现漏油现象,"G51,",2020-06-21,处理反馈
507,486570,北京奔驰,奔驰GLC,2019款 GLC 260 4MATIC 动感型,北京奔驰GLC减震器漏油 刹车异响眼镜盒脱落,"E43,G25,H168,",2020-06-21,信息审核
508,486568,上汽大通,上汽MAXUS G50,2019款 1.5T 自动 豪华版 国V,上汽大通G50冷媒泄漏 空调不制冷,"H101,",2020-06-21,处理反馈
509,486566,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统出现死机要求升级硬件,"H155,",2020-06-21,处理反馈
510,486564,东风标致,标致408,2014款 1.6T 自动 至尊版,东风标致408后桥异响存在安全隐患要求召回,"G158,",2020-06-21,用户评分
511,486561,上汽大众,朗逸,2017款 1.6L 自动 舒适版,上汽大众朗逸熄火后转向系统故障灯亮,"D291,",2020-06-21,处理反馈
512,486550,一汽-大众奥迪,奥迪Q5L,2018款 45 TFSI 尊享时尚型 国VI,一汽大众奥迪Q5L驾驶室化妆镜开裂,"H113,",2020-06-21,信息审核
513,486549,吉利汽车,星越,2019款 350T 驭星者,吉利星越前悬挂异响变速箱换挡顿挫,"B19,G52,",2020-06-21,处理反馈
514,486545,长安马自达,马自达3 昂克赛拉,2016款 1.5L 手动 豪华型 三厢,长安马自达昂克赛拉屏幕边缘处脱胶,"H168,",2020-06-21,处理反馈
